Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Calves,Offal,Pneumonia,2017-04,Wales,15,629,2,2.385
Calves,Offal,Pneumonia,2017-05,Wales,26,675,3,3.852
Calves,Offal,Pneumonia,2017-06,Wales,28,719,2,3.894
Calves,Offal,Traumatic Pericarditis,2017-04,England,1,6632,27,0.015
Calves,Total Rejections,Abnormal Odour - Uraemia,2017-05,Wales,1,675,3,0.148
Calves,Total Rejections,Generalised Oedema/Emaciation,2017-04,England,5,6632,27,0.075
Calves,Total Rejections,Generalised Oedema/Emaciation,2017-05,England,3,4315,21,0.07
Calves,Total Rejections,Generalised Oedema/Emaciation,2017-06,England,1,4401,23,0.023
Calves,Total Rejections,Generalised Oedema/Emaciation,2017-06,Wales,1,719,2,0.139
Calves,Total Rejections,Generalised TB (Suspect),2017-06,England,1,4401,23,0.023
Calves,Total Rejections,Immaturity/ Less than 7 days old,2017-04,England,2,6632,27,0.03
Calves,Total Rejections,Immaturity/ Less than 7 days old,2017-05,England,1,4315,21,0.023
Calves,Total Rejections,Immaturity/ Less than 7 days old,2017-06,Wales,1,719,2,0.139
Calves,Total Rejections,Jaundice,2017-04,England,1,6632,27,0.015
Calves,Total Rejections,Jaundice,2017-05,England,1,4315,21,0.023
Calves,Total Rejections,Jaundice,2017-04,Wales,1,629,2,0.159
Calves,Total Rejections,Jaundice,2017-06,Wales,1,719,2,0.139
Calves,Total Rejections,Navel ill/joint ill for young animals,2017-04,England,24,6632,27,0.362
Calves,Total Rejections,Navel ill/joint ill for young animals,2017-05,England,20,4315,21,0.463
Calves,Total Rejections,Navel ill/joint ill for young animals,2017-06,England,13,4401,23,0.295
Calves,Total Rejections,Navel ill/joint ill for young animals,2017-04,Wales,2,629,2,0.318
Calves,Total Rejections,Navel ill/joint ill for young animals,2017-05,Wales,6,675,3,0.889
Calves,Total Rejections,Navel ill/joint ill for young animals,2017-06,Wales,4,719,2,0.556
Calves,Total Rejections,Other,2017-04,England,4,6632,27,0.06
Calves,Total Rejections,Other,2017-05,England,5,4315,21,0.116
Calves,Total Rejections,Other,2017-06,England,3,4401,23,0.068
Calves,Total Rejections,Other,2017-04,Wales,2,629,2,0.318
Calves,Total Rejections,Other,2017-05,Wales,3,675,3,0.444
Calves,Total Rejections,Other,2017-06,Wales,3,719,2,0.417
Calves,Total Rejections,Processing Fault,2017-04,England,2,6632,27,0.03
Calves,Total Rejections,Pyaemia/ Multiple abscesses,2017-04,England,4,6632,27,0.06
Calves,Total Rejections,Pyaemia/ Multiple abscesses,2017-06,England,1,4401,23,0.023
Calves,Total Rejections,Pyaemia/ Multiple abscesses,2017-05,Wales,6,675,3,0.889
Calves,Total Rejections,Pyaemia/ Multiple abscesses,2017-06,Wales,1,719,2,0.139
Calves,Total Rejections,Septicaemia / Fever,2017-04,England,7,6632,27,0.106
Calves,Total Rejections,Septicaemia / Fever,2017-05,England,4,4315,21,0.093
Calves,Total Rejections,Septicaemia / Fever,2017-06,England,6,4401,23,0.136
Calves,Total Rejections,Septicaemia / Fever,2017-04,Wales,8,629,2,1.272
Calves,Total Rejections,Septicaemia / Fever,2017-05,Wales,1,675,3,0.148
Calves,Total Rejections,Septicaemia / Fever,2017-06,Wales,6,719,2,0.834
Cattle,AM,Abnormal Respiratory Signs,2017-04,England,353,114619,147,0.308
Cattle,AM,Abnormal Respiratory Signs,2017-05,England,386,128858,146,0.3
Cattle,AM,Abnormal Respiratory Signs,2017-06,England,492,121827,147,0.404
Cattle,AM,Abnormal Respiratory Signs,2017-04,Wales,27,8892,16,0.304
Cattle,AM,Abnormal Respiratory Signs,2017-05,Wales,33,11133,15,0.296
Cattle,AM,Abnormal Respiratory Signs,2017-06,Wales,15,9794,15,0.153
Cattle,AM,Abnormal Swelling (e.g.Bloat) ,2017-04,England,63,114619,147,0.055
Cattle,AM,Abnormal Swelling (e.g.Bloat) ,2017-05,England,59,128858,146,0.046
Cattle,AM,Abnormal Swelling (e.g.Bloat) ,2017-06,England,70,121827,147,0.057
Cattle,AM,Abnormal Swelling (e.g.Bloat) ,2017-04,Wales,1,8892,16,0.011
Cattle,AM,Abnormal Swelling (e.g.Bloat) ,2017-05,Wales,1,11133,15,0.009
Cattle,AM,Dead in Lairage (DIL),2017-04,England,5,114619,147,0.004
Cattle,AM,Dead in Lairage (DIL),2017-05,England,7,128858,146,0.005
Cattle,AM,Dead in Lairage (DIL),2017-06,England,8,121827,147,0.007
Cattle,AM,Dead in Lairage (DIL),2017-06,Wales,2,9794,15,0.02
Cattle,AM,Dead on Arrival (DOA),2017-05,England,8,128858,146,0.006
Cattle,AM,Dead on Arrival (DOA),2017-06,England,8,121827,147,0.007
Cattle,AM,Dermatitis,2017-04,England,149,114619,147,0.13
Cattle,AM,Dermatitis,2017-05,England,119,128858,146,0.092
Cattle,AM,Dermatitis,2017-06,England,99,121827,147,0.081
Cattle,AM,Dermatitis,2017-04,Wales,2,8892,16,0.022
Cattle,AM,Dermatitis,2017-05,Wales,2,11133,15,0.018
Cattle,AM,Dermatitis,2017-06,Wales,2,9794,15,0.02
Cattle,AM,Diarrhoea,2017-04,England,182,114619,147,0.159
Cattle,AM,Diarrhoea,2017-05,England,251,128858,146,0.195
Cattle,AM,Diarrhoea,2017-06,England,255,121827,147,0.209
Cattle,AM,Diarrhoea,2017-05,Wales,8,11133,15,0.072
Cattle,AM,Diarrhoea,2017-06,Wales,4,9794,15,0.041
Cattle,AM,Ectoparasites ? Generalised,2017-05,England,3,128858,146,0.002
Cattle,AM,Ectoparasites ? Generalised,2017-06,England,8,121827,147,0.007
Cattle,AM,Ectoparasites ? Generalised,2017-06,Wales,2,9794,15,0.02
Cattle,AM,Ectoparasites ? Localised,2017-04,England,9,114619,147,0.008
Cattle,AM,Ectoparasites ? Localised,2017-05,England,6,128858,146,0.005
Cattle,AM,Ectoparasites ? Localised,2017-06,England,29,121827,147,0.024
Cattle,AM,Emergency Slaughter on Farm ,2017-04,England,374,114619,147,0.326
Cattle,AM,Emergency Slaughter on Farm ,2017-05,England,479,128858,146,0.372
Cattle,AM,Emergency Slaughter on Farm ,2017-06,England,520,121827,147,0.427
Cattle,AM,Emergency Slaughter on Farm ,2017-06,Wales,1,9794,15,0.01
Cattle,AM,Eye Condition,2017-04,England,135,114619,147,0.118
Cattle,AM,Eye Condition,2017-05,England,177,128858,146,0.137
Cattle,AM,Eye Condition,2017-06,England,207,121827,147,0.17
Cattle,AM,Eye Condition,2017-04,Wales,6,8892,16,0.067
Cattle,AM,Eye Condition,2017-05,Wales,8,11133,15,0.072
